text,persons,locations,organizations,persons_pred,organizations_pred,locations_pred,TP_persons,FP_persons,FN_persons,support_persons,precision_persons,recall_persons,F1_persons,TP_organizations,FP_organizations,FN_organizations,support_organizations,precision_organizations,recall_organizations,F1_organizations,TP_locations,FP_locations,FN_locations,support_locations,precision_locations,recall_locations,F1_locations
The deal is a humanitarian exception to the U.N. sanctions imposed on Iraq for invading Kuwait in 1990 which include a ban on its oil exports .,,Iraq;Kuwait,U.N.,,U;N,Kuwait;Iraq,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0,2,0,0,2,1.0,1.0,1.0
"Fulcheri declined comment on the differences between the U.N. and Iraq , saying only : "" There are several different things which still need to be done . """,Fulcheri,Iraq,U.N.,Fu;##lcher,U . N,Iraq,0,2,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
"Fulcheri started his U.N. career in 1960 and has long experience in U.N. emergency relief in Congo , Angola , Sudan and Somalia .",Fulcheri,Congo;Angola;Sudan;Somalia,U.N.;U.N.,Fu;##lcher,U . N,Somalia;Sudan;Congo;Angola,0,2,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,4,0,0,4,1.0,1.0,1.0
"Kansas feedlot cattle market quiet , no sales - USDA .",,Kansas,USDA,,USDA,Kansas,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
DODGE CITY 1996-08-27,,DODGE CITY,,,,DODGE CITY,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Trade was quiet , with no sales slaughter steers or heifers confirmed .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Inquiry and demand very light .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Sales confirmed week to date on 4,200 head , mostly previously contracted or formulated cattle .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Confirmed - none .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
-- Chicago newsdesk 312 408 8720--,,Chicago,,,,Chicago,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Anti-abortion speaker praises Democrat tolerance .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Alan Elsner,Alan Elsner,,,Alan Elsner,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
CHICAGO 1996-08-27,,CHICAGO,,,,##ICAGO;CH,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
"An anti-abortion politician addressed the Democratic convention on Tuesday , but praised the overwhelmingly pro-abortion rights party for its tolerance of his minority views .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Rep .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Tony Hall of Ohio said he and other Democrats who opposed abortion had always felt left out in their own party .,Tony Hall,Ohio,,Tony Hall,,Ohio,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" But this year is different .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"For the first time , the Democratic Party has included in our platform a conscience clause , "" he said .",,,Democratic Party,,Democratic Party,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The clause recognizes and welcomes Democrats with divergent views on abortion and states they have a full part to play at all levels of the party .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" The Democratic Party is indeed the party of true inclusiveness , "" Hall said .",Hall,,Democratic Party,Hall,Democratic Party,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"At its convention four years ago , organizers prevented then Pennsylvania Gov .",,Pennsylvania,,,,Pennsylvania,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Robert Casey , a vehement opponent of abortion , from speaking .",Robert Casey,,,Robert Casey,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Republicans have used their decision as an example of Democrat intolerance ever since .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Casey told a news conference in Chicago on Tuesday he had asked to speak again this year but was turned down .,Casey,Chicago,,Casey,,Chicago,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Democratic leaders said there was not room on the program for every retired governor to speak .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" I believe the Democratic party ought to be pro-woman , pro-child and pro-life , "" Casey said .",Casey,,,Casey,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" I asked for the opportunity to deliver this message from the podium of the Democrat National Convention .",,,Democrat National Convention,,Democrat National Convention,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"For the second time in four years , my request fell on deaf ears , "" he said .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The Republican Party , whose platform calls for making all abortions illegal , faced a similar dilemma this year when Massachusetts Gov .",,Massachusetts,Republican Party,,Republican Party,Massachusetts,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
William Weld asked to deliver a speech defending abortion rights and was turned down .,William Weld,,,William Weld,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Bob Dole , the Republican presidential nominee , tried and failed to insert a tolerance clause in his party 's platform recognizing the validity of those within the party who supported abortion rights .",Bob Dole,,,Bob Dole,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Democrats also heard Tuesday two passionate speeches defending abortion rights .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Kate Michelman , president of the National Abortion Rights Action League , described how she had an abortion at a time when the procedure was illegal after her husband abandoned her with three young children .",Kate Michelman,,National Abortion Rights Action League,Kate Michelman,National Abortion Rights Action League,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" I 'm here to speak up for choice and to speak for truth .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The message from the Republican Party is one of disdain .,,,Republican Party,,Republican Party,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Their answer to choice is control and punishment .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Our answer is trust , compassion and respect , "" she said .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Georgia Rep .,,Georgia,,,,Georgia,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Cynthia McKinney said : "" You make your moral decisions .",Cynthia McKinney,,,Cynthia McKinney,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"I 'll make mine and let 's leave ( Republican House Speaker ) Newt Gingrich out of it . """,Newt Gingrich,,Republican House,##t Gingrich;New,Republican House,,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
U.S. Spring / White Wheat - Bids mostly steady .,,U.S.,,,,U . S,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
CHICAGO 1996-08-27,,CHICAGO,,,,##ICAGO;CH,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
"Dark northern spring and white wheat bids were mostly steady on Tuesday but a few locations quoted weaker values as newly harvested spring wheat flooded the market , several cash grain dealers said .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" There 's too much nearby wheat coming into the market so we 're backing off the basis to slow it down , "" a Montana dealer said .",,Montana,,,,Montana,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Bids there dropped 10 cents per bushel .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Harvest was also progressing well in parts of North Dakota , but one dealer there said new crop movement remained limited to a steady trickle . """,,North Dakota,,,,North Dakota,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"We 're seeing some new crop coming in now but it 's slow going , "" the dealer said .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Elsewhere , basis values were mostly steady in quiet conditions with little noteworty domestic or export business , dealers said .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Durum bids were steady after jumping 50 cents per bushel in some areas on Monday .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Price per bushel for 14-pct protein dark northern spring , durum and white wheats , in dollars per bushel :",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Spring Chg Durum ( m ) Chg White Chg,,,,,,Spring,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
MINNESOTA,,MINNESOTA,,,,MINNESOTA,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Minneapolis 5.06 up .02 5.75 unc -- --,,Minneapolis,,,,Minneapolis,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Duluth 5.06 up .02 --- --- -- --,,Duluth,,,,##lut;Du;##h,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,3,1,1,0.0,0.0,0.0
NORTH DAKOTA,,NORTH DAKOTA,,,##TA,DAKO;NO,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,0,2,1,1,0.0,0.0,0.0
Hunter,,Hunter,,Hunter,,,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
( Red River ) 4.46 dn .02 5.00 unc -- --,,Red River,,,,Red River,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Spring Chg HRW 12pct Chg White Chg,,Spring,,,,Spring,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Billings MT 4.62 up .01 4.50 dn .01 --- ---,,Billings;MT,,,,M;Billings,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,1,1,2,0.5,0.5,0.5
Havre MT 4.54 dn .10 --- --- --- ---,,Havre;MT,,,,M;Havre,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,1,1,2,0.5,0.5,0.5
Rudyard MT 4.54 dn .10 --- --- --- ---,,Rudyard;MT,,,,M;##ard;Rudy,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,3,2,2,0.0,0.0,0.0
Wolf Point MT 4.41 dn .10 --- --- --- ---,,Wolf Point;MT,,,,M;Wolf Point,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,1,1,2,0.5,0.5,0.5
Portland OR 5.60 up .02 5.1700 dn .01,,Portland;OR,,,,Portland;OR,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
Pendleton OR --- --- --- --- 4.7300 up .01,,Pendleton;OR,,,,OR;Pendleton,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
Coolee City WA 5.13 up .02 --- --- 4.7000 unc,,Coolee City;WA,,,,Coolee City;WA,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
Waterville WA 5.05 up .02 --- --- 4.6200 unc,,Waterville;WA,,,,WA;Waterville,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
Wenatchee WA 5.15 up .02 --- --- 4.7200 unc,,Wenatchee;WA,,,,##ee;WA;Wenatch,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,2,1,2,0.3333333333333333,0.5,0.4
"note : nc=acomparison , na=not available",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
( Chicago bureau 312-408-8720 ),,Chicago,,,,Chicago,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Birmingham Public Park , Ala .",,Birmingham Public Park;Ala,,,,Ala;Birmingham Public Park,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
", Aa3 / VMIG-1 - Moody 's .",,,Moody 's,,Moody ' s,,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
NEW YORK 1996-08-27,,NEW YORK,,,,NEW YORK,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Moody 's Investors Service -,,,Moody 's Investors Service,,Moody ' s Investors Service,,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
Rating Announcement As of 08/23/96 .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Issuer : Birmingham Public Park & Rec .,,Birmingham Public Park & Rec,,,Birmingham Public;& Rec,Park,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0
Bd .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Revenue,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
ref .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
( YMCA Proj .,,,YMCA,,YMCA,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
) ser . ',,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
96,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
State : AL,,AL,,,,AL,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Rating : Aa3 / VMIG 1,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Sale Amount : 3,390,000",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Expected Sale Date : 08/28/96,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"-- U.S. Municipal Desk , 212-859-1650",,,U.S. Municipal Desk,,U . S . Municipal Desk,,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
U.S. lauds Russian-Chechen deal .,,U.S.,,,,U . S .,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
WASHINGTON 1996-08-27,,WASHINGTON,,,,WASHINGTON,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The United States on Tuesday welcomed a deal aimed at resuming a troop withdrawal from the embattled Chechen capital , Grozny .",,United States;Grozny,,,,United States;Grozny,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
""" That is a welcome development .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"We urge both sides to continue their dialogue aimed at reaching a political settlement "" of the 20-month conflict between Russian troops and Chechen rebels , State Department spokesman Glyn Davies said .",Glyn Davies,,State Department,G;##lyn Davies,State Department,,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The commander of Russian troops in Chechnya , Vyacheslav Tikhomirov , and Chechen rebel chief-of-staff Aslan Mashadov signed the deal under which the troop withdrawal is to resume on Wednesday .",Vyacheslav Tikhomirov;Aslan Mashadov,Chechnya,,##lav Tikhomirov;##ches;##ya;V;##lan Mashadov;As,,Chechnya,0,6,2,2,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Akron , Ohio , $ 6 mln bonds rated single-A - Moody 's .",,Akron;Ohio,Moody 's,,Moody ' s,Akron;Ohio,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,2,0,0,2,1.0,1.0,1.0
"NEW YORK , Aug 27 - Moody 's Investors Service - Rating",,NEW YORK,Moody 's Investors Service,,Moody ' s Investors Service,NEW YORK,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0
Announcement As of 08/26/96 .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Issuer : Akron,,,Akron,,Akron,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
State : OH,,OH,,,,OH,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Rating : A,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Sale Amount : 6,310,000",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Expected Sale Date : 08/28/96,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Stallone , fiancee have baby girl .",Stallone,,,St;##ne;##allo,,,0,3,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
MIAMI 1996-08-27,,MIAMI,,,,MIAMI,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Actor Sylvester Stallone and his fiancee , model Jennifer Flavin , had a baby girl on Tuesday , Stallone 's publicist said .",Sylvester Stallone;Jennifer Flavin;Stallone,,,Jennifer Flavin;Sylvester Stallone;Stallone,,,3,0,0,3,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The 7-pound , 4-ounce ( 3.3 kg ) girl , named Sophia Rose , was born shortly after midnight at South Miami Hospital , publicist Paul Bloch said .",Sophia Rose;Paul Bloch,South Miami Hospital,,Paul Bloch;Sophia Rose,,South Miami Hospital,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
""" Both mother and baby are doing fine and are in wonderful health , "" he said , adding that it was the couple 's first child .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"He said Stallone , best known for the "" Rocky "" and "" Rambo "" movies , left the set of "" Copland , "" which is filming in New York and New Jersey , to be with Flavin for the birth .",Stallone;Flavin,New York;New Jersey,,##allo;St;##ne;##lav;F;##in,,New Jersey;New York,0,6,2,2,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,2,0,0,2,1.0,1.0,1.0
Poll shows Clinton lead over Dole jumps to 15 pts .,Clinton;Dole,,,Clinton;##le;Do,,,1,2,1,2,0.3333333333333333,0.5,0.4,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
CHICAGO 1996-08-27,,CHICAGO,,,,##ICAGO;CH,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
An ABC News poll released on Tuesday showed President Bill Clinton 's lead over Republican challenger Bob Dole stretching to 15 points in advance of the Nov. 5 election .,Bill Clinton;Bob Dole,,ABC News,Bill Clinton;Bob Dole,ABC News,,2,0,0,2,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The poll , taken on Sunday and Monday as the president engaged in a whistle-stop train trip to the Democratic Convention in Chicago , put Clinton at 51 percent , Dole at 36 percent and Ross Perot of the Reform Party at 8 percent .",Clinton;Dole;Ross Perot,Chicago,Reform Party,Clinton;##le;Do;Ross Perot,Reform Party,Chicago,2,2,1,3,0.5,0.6666666666666666,0.5714285714285715,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"A similar poll conducted on Saturday and Sunday had showed a nine point lead for Clinton , ahead by 47-38 percent .",Clinton,,,Clinton,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Dole , down by around 20 points in early August in ABC polls , had closed to within four percentage points immediately after the Republican convention in San Diego earlier in August .",Dole,San Diego,ABC,Dole,ABC,San Diego,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Other polls also showed a strong Dole bounce after San Diego but Clinton then rebuilding his lead .,Dole;Clinton,San Diego,,Clinton;##le;Do,,San Diego,1,2,1,2,0.3333333333333333,0.5,0.4,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Tuesday 's poll involved 1,002 registered voters and had a margin of error of 3.5 percentage points .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"ABC said a parallel poll of 824 likely voters showed the president ahead by 11 points , with Clinton at 50 percent , Dole at 39 percent and Perot at 6 percent .",Clinton;Dole;Perot,,ABC,Clinton;Per;Do;##le;##ot,ABC,,1,4,2,3,0.2,0.3333333333333333,0.25,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"The poll of registered voters showed a shift in favor of the Democrats in the elections for House of Representatives , with 51 percent saying that if the vote were today they would go for a Democrat and 41 percent opting for a Republican .",,,House of Representatives,,House of Representatives,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
That compared with the previous poll 's 48-43 lead for the Democrats .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The poll gave Clinton a 53 percent to 39 percent lead over Dole if Perot were not in the race .,Clinton;Dole;Perot,,,Clinton;##le;Do;Perot,,,2,2,1,3,0.5,0.6666666666666666,0.5714285714285715,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
The poll indicated a fall in the number of people who believed Dole would be able to fulfil his promise to cut the federal budget deficit and cut income taxes by 15 percent at the same time .,Dole,,,##le;Do,,,0,2,1,1,0.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
It showed 23 percent believed it possible compared to 70 who believed it was n't .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
That compared to 26-57 in the previous poll .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
U.S. bulk millfeeds - Immediate supply tight .,,U.S.,,,,U . S .,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
CHICAGO 1996-08-27,,CHICAGO,,,,##ICAGO;CH,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,2,1,1,0.0,0.0,0.0
"Millfeed supplies for prompt shipment remained tight and prices continued to move higher , millfeed dealers said .",,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
High-priced corn and increased demand for livestock feed continued to support millfeed prices in nearly all sectors .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Flour mills sold much of their production through September leaving little available for prompt shipment .,,,,,,,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
Portland sources said feed mixer demand was keeping pace with millfeed production and driving prices higher .,,Portland,,,,Portland,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"Portland sources said with corn priced there at $ 200 per ton and barley at $ 140 , the millfeeds at $ 125 represent a good value .",,Portland,,,,Portland,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0
"In the southeast U.S. , dealers said feed mixers continued to be steady buyers with demand increasing for October to March positions .",,U.S.,,,,U . S .,1,0,0,1,1.0,1.0,1.0,1,0,0,1,1.0,1.0,1.0,0,1,1,1,0.0,0.0,0.0
