id,text,persons,locations,organizations
7626,"FORT LAUDERDALE , Fla. 1996-08-26",,FORT LAUDERDALE;Fla.,
7627,"A 12-year-old Florida boy hanged himself in his backyard just hours before he was due to start at a new school on Monday , police said .",,Florida,
7628,"Samuel Graham , who told his family earlier that he was nervous about starting at a new school because he feared teasing about his weight problem , had been due to spend his first day at Parkway Middle School Monday , police said .",Samuel Graham,,Parkway Middle School
7629,The boy was last seen alive Sunday night when he joined his two younger brothers and father in a bedtime prayer .,,,
7630,Two younger brothers found him hanging from a tree early Monday morning .,,,
7631,His father cut him down and tried to revive him but paramedics pronounced him dead when they arrived .,,,
7632,The Broward County Sheriff 's Office found a step stool and a flashlight under the tree where the boy was hanged .,,,Broward County Sheriff 's Office
7633,They said there was no sign of foul play and that investigators believed the death was a suicide .,,,
7634,CBOT rice closes higher on technical bounce .,,,
7635,CHICAGO 1996-08-26,,CHICAGO,
7636,"CBOT rice futures closed higher on a technical bounce tied to signs the market was oversold , traders said .",,,
7637,""" It rallied on ideas the market was oversold , "" a trader said .",,,
7638,Traders said the U.S. cash market remains well above the benchmark Thai price which limited gains .,,U.S.,
7639,"Rice futures volume was estimated at 450 contracts , up from 202 Friday .",,,
7640,"Rice options volume was estimated at 50 contracts , down from 56 Friday .",,,
7641,"Rice futures closed 13 to 16 cents per cwt higher , with September up 16 at $ 10.28 a cwt .",,,
7642,Sam Nelson 312-408-8721,Sam Nelson,,
7643,"Talbott to meet Russian , Canadian counterparts .",Talbott,,
7644,WASHINGTON 1996-08-26,,WASHINGTON,
7645,"Deputy Secretary of State Strobe Talbott flew to Ottawa on Monday to meet his Russian counterpart and discuss a range of bilateral and European security issues , the State Department said .",Strobe Talbott,Ottawa,State Department
7646,"Talbott , the second-ranking State Department official , was to meet Russian Deputy Foreign Minister Georgy Mamedov as part of a regular pattern of consultations , the department said .",Talbott;Georgy Mamedov,,State Department
7647,""" There is much to discuss on the fall calendar , "" acting chief spokesman Glyn Davies said . """,Glyn Davies,,
7648,"There 's a fairly intensive diplomatic calendar coming up in the fall . """,,,
7649,"He said Talbott , who was scheduled to return on Tuesday , would also to meet his Canadian counterpart , Gordon Smith , in Ottawa for talks that would include the situation in Haiti .",Talbott;Gordon Smith,Ottawa;Haiti,
7650,U.S. Midwest hog market seen steady Tuesday - trade .,,U.S. Midwest,
7651,CHICAGO 1996-08-26,,CHICAGO,
7652,"Midwest direct cash hog prices Tuesday were seen steady following strong demand Monday that lifted prices as much as $ 1.50 per cwt in some areas , livestock dealers said .",,Midwest,
7653,"The demand was sparked by Saturday 's active slaughter , which left some packers short on supplies to get Monday operations started , they said .",,,
7654,"Top prices in Iowa / southern Minnesota Tuesday were expected to range from mostly $ 59.50 to $ 60.00 , steady following a $ 0.50 - $ 1.50 jump Monday .",,Iowa;Minnesota,
7655,Illinois tops were seen matching Monday 's at $ 59.00 with tops in Indiana at $ 57.50 .,,Illinois;Indiana,
7656,"However , USDA reported tops of $ 58.00 in Illinois and in Iowa / southern Minnesota , $ 60.00 on some hogs Monday .",,Illinois;Iowa;Minnesota,USDA
7657,"Attempts to move prices higher again Tuesday could be offset by expected increased hog marketings this week , sources said .",,,
7658,"Producers were expected to ship as many hogs as they can ahead of the Labor Day holiday weekend , they said .",,,
7659,"Demand for hogs is expected to be light by the end of the week , as the industry prepares for Labor Day , Monday , September 1 when most U.S. packers will be closed .",,U.S.,
7660,-- Bob Janis 312-983-7347--,Bob Janis,,
7661,Gore presents new image of lead attack dog .,Gore,,
7662,Michael Posner,Michael Posner,,
7663,CHICAGO 1996-08-26,,CHICAGO,
7664,"No more mild-mannered and meek Al Gore , the vice president and likely heir apparent to President Bill Clinton , emerged on Monday as the new Democratic attack dog leading a front-line assault on Bob Dole and House Speaker Newt Gingrich .",Al Gore;Bill Clinton;Bob Dole;Newt Gingrich,,House
7665,"While Clinton takes a train trip to the Democratic Convention that will renominate him on Wednesday for a second term , Gore is the bright star in the convention city now .",Clinton;Gore,,
7666,"Crowds anxiously wait for his appearances , thrusting out hands for him to grip as they scream "" 12 more years "" -- a wishful hope to eight years of Gore after a Clinton re-election .",Gore;Clinton,,
7667,"Over a 15-hour span from Sunday evening to Monday morning , so many people jammed Gore events that the fire marshal stopped members of Congress , reporters and others from entering a pro-Israel rally and a meeting of the New York delegation .",Gore,New York,Congress
7668,"In his appearances , the often stiff and wooden Gore seemed transformed into a new energetic , gesturing "" pol "" as he ripped into Republican presidential nominee Dole and Gingrich , who has emerged as the favorite right-wing foil of Democrats .",Gore;Dole;Gingrich,,
7669,"Gore told a roaring labor rally of about 1,000 union workers that Dole and Gingrich were the virtual personifaction of evil , without even mentioning that former Housing Secretary Jack Kemp is Dole 's running mate .",Gore;Dole;Gingrich;Jack Kemp;Dole,,
7670,""" With equal measures of ignorance and audacity this two-headed monster of Dole and Gingrich has been launching an all out assault on decades of progress of behalf of working men and women , "" Gore said to whoops of "" 12 more years . """,Dole;Gingrich;Gore,,
7671,""" They want to drive you out of politics and they ca n't , "" he added . """,,,
7672,"They want to silence your voices in elections . """,,,
7673,"At a downtown hotel Monday , the 48-year-old Gore gave Wisconsin delegates a taste again of the new Gore .",Gore;Gore,Wisconsin,
7674,""" I want you to ask this question .",,,
7675,"What would Wisconsin face if the same extremist coalition , the Gingrich / Dole Congress , also controlled the executive branch ? """,,Wisconsin,Gingrich / Dole Congress
7676,Gore said .,Gore,,
7677,"Noting the next presidential term will probably see two or three Supreme Court justice nominations , he warned , "" Their extremist agenda would come out of the Gingrich Congress , into and through the Dole White House , down through the Supreme Court . """,,,Supreme Court;Gingrich Congress;Dole White House;Supreme Court
7678,"He painted a scene of horrors he saw if Republicans controlled the White House and the Congress they hold now . """,,White House,Congress
7679,Our personal and religious liberties would be at risk .,,,
7680,Medicare would be at risk of withering on the vine .,,,
7681,Medicaid would be at risk of being taken away from poor children .,,,
7682,Education would be at risk .,,,
7683,"The environment would be at risk from the polluters that control that coalition , "" he said .",,,
7684,"His new style mixed an assault on Republicans with what he sees as "" productive opportunity , a vision for the future that lifts up working families , that builds Wisconsin stronger , that builds America stronger .",,Wisconsin;America,
7685,"With your help we can re-elect Bill Clinton . """,Bill Clinton,,
7686,"Dole 's tax cut plans were called "" deja-voodoo economics .... It 's a warmed-over plan that failed and drove our economy into a ditch .",Dole,,
7687,"We got burned once and we wo n't let that happen to our nation again . """,,,
7688,"Gore ridiculed Dole 's defense of the tobacco industry , praised Clinton for "" courage "" in advancing regulations of it .",Gore;Dole;Clinton,,
7689,"To the delegates of Wisconsin , a leading dairy state , Gore had the right audience in poking fun at Dole 's comparison to addiction to tobacco to those who ca n't tolerate milk .",Gore;Dole,Wisconsin,
7690,""" Some people say milk is bad for you , "" Gore said as Wisconsin delegates held aloft a plastic inflated cow .",Gore,Wisconsin,
7691,"He praised Clinton for vetoing the Republican Congress ' attempt to repeal parts of the Clean Air Act , and criticized Republicans for "" slashing money to combat drugs in schools . """,Clinton,,Congress
7692,""" The choice has never been starker , the stakes today have never been higher , "" Gore said . """,Gore,,
7693,"We 're not going to let them get away with that . """,,,
7694,Actor Reeve highlights Democrats ' first night .,Reeve,,
7695,CHICAGO 1996-08-26,,CHICAGO,
7696,The highlights of the first day of the Democratic convention on Monday were expected to feature a mix of party leaders and people who have overcome adversity .,,,
7697,Among the latter were gun control advocate Sarah Brady and actor Christopher Reeve and the politicians included Rep .,Sarah Brady;Christopher Reeve,,
7698,Richard Gephardt and Sen .,Richard Gephardt,,
7699,Thomas Daschle .,Thomas Daschle,,
7700,Here are thumbnail profiles of the convention 's key Monday speakers .,,,
7701,Sarah Brady -- The nation 's toughest gun control law is named after Ronald Reagan 's press secretary James Brady but it was his wife who was the major force behind its passage .,Sarah Brady;Ronald Reagan;James Brady,,
7702,"As head of Handgun Control Inc. , Sarah Brady , 54 , campaigned nonstop for tough gun control in the years following the shooting of her husband and then President Reagan in 1981 .",Sarah Brady;Reagan,,Handgun Control Inc.
7703,"Her reward was the passage in 1993 of the "" Brady Bill "" which requires a mandatory five-day waiting period for purchase of handguns and also mandates background checks for would-be gun purchasers .",,,
7704,"Reagan recovered fully from his wounds but Brady , who was close to death after being shot by John Hinckley Jr .",Reagan;Brady;John Hinckley Jr,,
7705,", suffered serious brain damage .",,,
7706,"Sarah was Brady 's second wife and they have a son , James Scott Brady Jr .",Sarah;Brady;James Scott Brady Jr,,
7707,"Before the assassination attempt , she had worked for Republican congressmen and for the Republican Party .",,,Republican Party
7708,Christopher Reeve -- Reeve was best known for playing the comic book hero Superman in four movies but his greatest heroics came in real life .,Christopher Reeve;Reeve;Superman,,
7709,"Reeve , an accomplished rider who owned several horses , suffered multiple injuries including two shattered neck vertebrae when he was thrown from his horse at an equestrian event in Culpepper , Virginia , on May 27 , 1995 .",Reeve,Culpepper;Virginia,
7710,"Almost entirely paralyzed , Reeve underwent extensive surgery to fuse the vertebrae to the base of the skull and prevent any further damage to his spine .",Reeve,,
7711,That allowed him to be moved to a semi-upright position .,,,
7712,"Over time he regained the power of speech , so much so that he was asked to address the opening night of the Democratic National Convention .",,,
7713,"Reeve , 43 , was classically trained as an actor but became the prototypical handsome leading man .",Reeve,,
7714,"He performed in summer stock and soap operas before being plucked as an almost unknown to play the lead in "" Superman "" and three sequels .",Superman,,
7715,"Richard Gephardt -- Gephardt , House Democratic leader , is a politician with a "" Mr Clean "" reputation who sought the presidency eight years ago and is widely believed to still have ambitions for the job .",Richard Gephardt;Gephardt;Mr Clean,,House
7716,"Gephardt , 55 , the son of a milkman from a working class district of St. Louis , is a consummate congressional insider , sufficiently skilled in compromise and the ways of the legislature to manage the often-unruly House Democrats .",Gephardt,St. Louis,House
